,Name,Networth,Country,Source,Rank,Age,Industry
960,Joseph Grendys ,$3.2 B,United States,poultry processing,951,60,Food & Beverage 
961,Thomas Hagen ,$3.2 B,United States,insurance,951,86,Finance & Investments 
962,"Robert Hale, Jr. ",$3.2 B,United States,telecom,951,55,Telecom 
963,Michael Hintze ,$3.2 B,Australia,investment,951,68,Finance & Investments 
964,Pansy Ho ,$3.2 B,Hong Kong,casinos,951,59,Gambling & Casinos 
965,Alan Howard ,$3.2 B,United Kingdom,hedge funds,951,58,Finance & Investments 
966,Kei Hoi Pang ,$3.2 B,China,real estate,951,56,Real Estate 
967,Rudy Ma ,$3.2 B,Taiwan,finance,951,81,Finance & Investments 
968,Najib Mikati ,$3.2 B,Lebanon,telecom,951,66,Telecom 
969,Taha Mikati ,$3.2 B,Lebanon,telecom,951,77,Telecom 
970,Gail Miller ,$3.2 B,United States,car dealerships,951,78,Automotive 
971,Vikas Oberoi ,$3.2 B,India,real estate,951,51,Real Estate 
972,"H. Ross Perot, Jr. ",$3.2 B,United States,real estate,951,63,Real Estate 
973,Candido Pinheiro Koren de Lima ,$3.2 B,Brazil,"hospitals, health insurance",951,75,Healthcare 
974,Matthew Prince ,$3.2 B,United States,cybersecurity,951,47,Technology 
975,Penny Pritzker ,$3.2 B,United States,"hotels, investments",951,62,Finance & Investments 
976,Yasumitsu Shigeta ,$3.2 B,Japan,mobile phone retailer,951,57,Telecom 
977,Sebastian Siemiatkowski ,$3.2 B,Sweden,fintech,951,40,Finance & Investments 
978,Barry Silbert ,$3.2 B,United States,cryptocurrency,951,45,Finance & Investments 
979,Daniel Sundheim ,$3.2 B,United States,hedge funds,951,45,Finance & Investments 
980,Rita Tong Liu ,$3.2 B,Hong Kong,real estate,951,73,Real Estate 
981,Tran Dinh Long ,$3.2 B,Vietnam,steel,951,61,Manufacturing 
982,Zhang Daocai ,$3.2 B,China,valves,951,72,Diversified 
983,John Caudwell ,$3.1 B,United Kingdom,mobile phones,984,69,Telecom 
984,Philippe Foriel-Destezet ,$3.1 B,France,employment agency,984,86,Service 
985,Walter Frey ,$3.1 B,Switzerland,car dealerships,984,78,Automotive 
986,Alessandra Garavoglia ,$3.1 B,Italy,spirits,984,62,Food & Beverage 
987,Peter Gassner ,$3.1 B,United States,software,984,57,Technology 
988,Mitchell Goldhar ,$3.1 B,Canada,real estate,984,60,Real Estate 
989,Otto Happel ,$3.1 B,Germany,engineering,984,74,Construction & Engineering 
990,Peter Hargreaves ,$3.1 B,United Kingdom,financial services,984,75,Finance & Investments 
991,Bom Kim ,$3.1 B,United States,online retailing,984,43,Technology 
992,Gaiteng Li ,$3.1 B,China,hair dryers,984,49,Manufacturing 
993,Liufa Li & family ,$3.1 B,China,"steel, diversified",984,64,Diversified 
994,Lu Weiding ,$3.1 B,China,diversified,984,51,Diversified 
995,Harsh Mariwala ,$3.1 B,India,consumer goods,984,70,Food & Beverage 
996,Samir Mehta ,$3.1 B,India,"pharmaceuticals, power",984,58,Healthcare 
997,Sudhir Mehta ,$3.1 B,India,"pharmaceuticals, power",984,67,Healthcare 
998,Pawan Munjal & family ,$3.1 B,India,motorcycles,984,68,Automotive 
999,Nguyen Thi Phuong Thao ,$3.1 B,Vietnam,airlines,984,51,Diversified 
1000,Madhukar Parekh ,$3.1 B,India,adhesives,984,75,Manufacturing 
1001,Sergei Popov ,$3.1 B,Russia,banking,984,50,Finance & Investments 
1002,Haim Saban ,$3.1 B,United States,"TV network, investments",984,77,Media & Entertainment 
1003,Karthik Sarma ,$3.1 B,India,hedge fund,984,47,Finance & Investments 
1004,Klaus-Peter Schulenberg ,$3.1 B,Germany,ticketing service,984,70,Service 
1005,Pat Stryker ,$3.1 B,United States,medical equipment,984,65,Healthcare 
1006,Jeff Sutton ,$3.1 B,United States,real estate,984,62,Real Estate 
1007,Jon Yarbrough ,$3.1 B,United States,video games,984,64,Gambling & Casinos 
1008,Gang Ye ,$3.1 B,Singapore,gaming,984,41,Media & Entertainment 
1009,Yi Zheng ,$3.1 B,China,software,984,51,Technology 
1010,Zhang Fan ,$3.1 B,China,touch screens,984,56,Technology 
1011,William Ackman ,$3 B,United States,hedge funds,1012,55,Finance & Investments 
1012,Markus Blocher ,$3 B,Switzerland,chemicals,1012,51,Manufacturing 
1013,Neal Blue & family ,$3 B,United States,defense,1012,87,Manufacturing 
1014,Eva Maria Bucher-Haefner ,$3 B,Switzerland,"software, investments",1012,65,Technology 
1015,Chang Kuo-Hua ,$3 B,Taiwan,"shipping, airlines",1012,67,Logistics 
1016,Todd Christopher ,$3 B,United States,hair care products,1012,59,Fashion & Retail 
1017,Euisun Chung ,$3 B,South Korea,Hyundai,1012,51,Logistics 
1018,Bernard Ecclestone & family ,$3 B,United Kingdom,Formula One,1012,91,Sports 
1019,Michael Federmann & family ,$3 B,Israel,"defense, hotels",1012,78,Technology 
1020,Gudrun Heine ,$3 B,Germany,medical devices,1012,67,Healthcare 
1021,Heidi Horten ,$3 B,Austria,retail,1012,81,Fashion & Retail 
1022,Dawen Huang ,$3 B,Hong Kong,silicon,1012,61,Manufacturing 
1023,Sheldon Lavin ,$3 B,United States,meat processing,1012,89,Food & Beverage 
1024,Li Min ,$3 B,China,semiconductor,1012,56,Technology 
1025,Liang Yunchao ,$3 B,China,nutritional supplements,1012,53,Food & Beverage 
1026,Joseph Liemandt ,$3 B,United States,software,1012,53,Technology 
1027,Strive Masiyiwa ,$3 B,Zimbabwe,telecom,1012,61,Telecom 
1028,Masahiro Miki ,$3 B,Japan,shoes,1012,66,Fashion & Retail 
1029,Pan Laican ,$3 B,China,soy sauce,1012,64,Food & Beverage 
1030,Karsanbhai Patel ,$3 B,India,consumer goods,1012,78,Diversified 
1031,Arvind Poddar ,$3 B,India,tires,1012,64,Automotive 
1032,Remo Ruffini ,$3 B,Italy,winter jackets,1012,60,Fashion & Retail 
1033,Eddy Kusnadi Sariaatmadja ,$3 B,Indonesia,"media, tech",1012,68,Media & Entertainment 
1034,Sybill Storz ,$3 B,Germany,medical devices,1012,84,Healthcare 
1035,Lawrence Stroll ,$3 B,Canada,fashion investments,1012,62,Fashion & Retail 
1036,Wijono & Hermanto Tanoko ,$3 B,Indonesia,paints,1012,64,Manufacturing 
1037,Michael Tojner ,$3 B,Austria,"batteries, investments",1012,56,Manufacturing 
1038,Donald Trump ,$3 B,United States,real estate,1012,75,Real Estate 
1039,Tsai Ming-kai ,$3 B,Taiwan,semiconductors,1012,71,Technology 
1040,John Tyson ,$3 B,United States,food processing,1012,68,Food & Beverage 
1041,Rufino Vigil Gonzalez ,$3 B,Mexico,steel,1012,73,Metals & Mining 
1042,Ning Wang & family ,$3 B,China,toys,1012,35,Media & Entertainment 
1043,Wang Yusuo & family ,$3 B,China,natural gas distribution,1012,58,Energy 
1044,Zhigang Wu & family ,$3 B,China,bakery chain,1012,87,Food & Beverage 
1045,Xie Juhua & family ,$3 B,China,pharmaceuticals,1012,71,Healthcare 
1046,Oren Zeev ,$3 B,Israel,investments,1012,57,Finance & Investments 
1047,Charles Zegar ,$3 B,United States,Bloomberg LP,1012,74,Media & Entertainment 
1048,Zhang Lei ,$3 B,China,investments,1012,49,Finance & Investments 
1049,Zhang Xin & Pan Shiyi ,$3 B,China,real estate,1012,56,Real Estate 
1050,Zhu Yan & family ,$3 B,China,real estate,1012,64,Real Estate 
1051,Mortimer Zuckerman ,$3 B,United States,"real estate, media",1012,84,Real Estate 
1052,Juan Abello ,$2.9 B,Spain,investments,1053,80,Finance & Investments 
1053,John Armitage ,$2.9 B,Ireland,hedge funds,1053,62,Finance & Investments 
1054,Bang Si-hyuk ,$2.9 B,South Korea,entertainment,1053,49,Media & Entertainment 
1055,Miriam Baumann-Blocher ,$2.9 B,Switzerland,chemicals,1053,47,Manufacturing 
1056,Riley Bechtel & family ,$2.9 B,United States,"engineering, construction",1053,70,Construction & Engineering 
1057,Wilhelm Beier & family ,$2.9 B,Germany,pharmaceuticals,1053,65,Healthcare 
1058,Nicolas Berggruen ,$2.9 B,United States,"real estate, investments",1053,60,Real Estate 
1059,Bui Thanh Nhon ,$2.9 B,Vietnam,real estate,1053,64,Real Estate 
1060,Cao Longxiang & family ,$2.9 B,China,pharmaceuticals,1053,64,Healthcare 
1061,Deng Wen ,$2.9 B,China,flavorings,1053,54,Food & Beverage 
1062,Daniel Dines ,$2.9 B,Romania,software,1053,50,Technology 
1063,Joseph Edelman ,$2.9 B,United States,hedge funds,1053,66,Finance & Investments 
1064,N. Murray Edwards ,$2.9 B,Canada,oil & gas,1053,62,Energy 
1065,Jane Goldman ,$2.9 B,United States,real estate,1053,66,Real Estate 
1066,Guo Zhenyu & family ,$2.9 B,Canada,cosmetics,1053,58,Fashion & Retail 
1067,Stewart Horejsi & family ,$2.9 B,United States,Berkshire Hathaway,1053,84,Finance & Investments 
1068,Zhenda Huang & family ,$2.9 B,China,construction,1053,74,Construction & Engineering 
1069,"Jeremy Jacobs, Sr. & family ",$2.9 B,United States,food service,1053,82,Service 
1070,Hamilton James ,$2.9 B,United States,investments,1053,70,Finance & Investments 
1071,Valentin Kipyatkov ,$2.9 B,Russia,computer software,1053,45,Technology 
1072,Li Zhongchu ,$2.9 B,China,software,1053,58,Technology 
1073,Martin Lorentzon ,$2.9 B,Sweden,Spotify,1053,53,Technology 
1074,"Drayton McLane, Jr. ",$2.9 B,United States,"Walmart, logistics",1053,85,Fashion & Retail 
1075,Benjamin Otto ,$2.9 B,Germany,retail,1053,64,Fashion & Retail 
1076,Roger Penske ,$2.9 B,United States,cars,1053,85,Automotive 
1077,Olivier Pomel ,$2.9 B,France,cloud computing,1053,45,Technology 
1078,Jean Salata ,$2.9 B,Chile,finance,1053,56,Finance & Investments 
1079,Arnout Schuijff ,$2.9 B,Netherlands,payments software,1053,54,Technology 
1080,Shen Hua & family ,$2.9 B,United States,semiconductors,1053,59,Technology 
1081,Martua Sitorus ,$2.9 B,Indonesia,palm oil,1053,62,Manufacturing 
1082,Zygmunt Solorz-Zak ,$2.9 B,Poland,TV broadcasting,1053,65,Media & Entertainment 
1083,Warren Stephens ,$2.9 B,United States,investment banking,1053,65,Finance & Investments 
1084,Tang Jinkui & family ,$2.9 B,China,"textiles, petrochemicals",1053,66,Manufacturing 
1085,Alan Trefler ,$2.9 B,United States,software,1053,66,Technology 
1086,Masateru Uno & family ,$2.9 B,Japan,drugstores,1053,75,Fashion & Retail 
1087,Frank VanderSloot ,$2.9 B,United States,"nutrition, wellness products",1053,73,Fashion & Retail 
1088,Guangming Wu ,$2.9 B,China,medical equipment,1053,60,Healthcare 
1089,Kai Wu ,$2.9 B,China,batteries,1053,54,Energy 
1090,Ye Fan & family ,$2.9 B,China,auto dealerships,1053,51,Automotive 
1091,Yoo Jung-hyun ,$2.9 B,South Korea,online games,1053,52,Media & Entertainment 
1092,Fenggang Zhao ,$2.9 B,China,batteries,1053,56,Energy 
1093,Zheng Xiaodong ,$2.9 B,China,manufacturing,1053,58,Manufacturing 
1094,Zhou Jianping ,$2.9 B,China,fashion retail,1053,61,Fashion & Retail 
1095,Jose Joao Abdalla Filho ,$2.8 B,Brazil,investments,1096,76,Finance & Investments 
1096,Brian Acton ,$2.8 B,United States,WhatsApp,1096,50,Technology 
1097,Bill Alfond ,$2.8 B,United States,shoes,1096,73,Fashion & Retail 
1098,Susan Alfond ,$2.8 B,United States,shoes,1096,76,Fashion & Retail 
1099,Ted Alfond ,$2.8 B,United States,shoes,1096,77,Fashion & Retail 
1100,Felix Baker ,$2.8 B,United States,biotech investing,1096,53,Finance & Investments 
1101,Julian Baker ,$2.8 B,United States,investing,1096,55,Finance & Investments 
1102,Karen Virginia Beckmann Legoretta ,$2.8 B,Mexico,tequila,1096,52,Food & Beverage 
1103,Maurizio Billi ,$2.8 B,Brazil,generic drugs,1096,64,Healthcare 
1104,Otto Philipp Braun ,$2.8 B,Germany,medical technology,1096,44,Healthcare 
1105,Garrett Camp ,$2.8 B,Canada,Uber,1096,43,Technology 
1106,Cao Ji ,$2.8 B,China,manufacturing,1096,70,Manufacturing 
1107,Hua Chen ,$2.8 B,China,real estate,1096,56,Real Estate 
1108,John Paul DeJoria ,$2.8 B,United States,"hair products, tequila",1096,77,Fashion & Retail 
1109,Beda Diethelm ,$2.8 B,Switzerland,hearing aids,1096,81,Healthcare 
1110,K. Dinesh ,$2.8 B,India,software services,1096,67,Technology 
1111,Dong Fan ,$2.8 B,China,medical devices,1096,52,Healthcare 
1112,Bennett Dorrance ,$2.8 B,United States,Campbell Soup,1096,76,Food & Beverage 
1113,Marcel Erni ,$2.8 B,Switzerland,private equity,1096,57,Finance & Investments 
1114,Abhay Firodia ,$2.8 B,India,automobiles,1096,77,Automotive 
1115,Alfred Gantner ,$2.8 B,Switzerland,private equity,1096,54,Finance & Investments 
1116,Allan Goldman ,$2.8 B,United States,real estate,1096,79,Real Estate 
1117,Amy Goldman Fowler ,$2.8 B,United States,real estate,1096,67,Real Estate 
1118,J. Tomilson Hill ,$2.8 B,United States,investments,1096,73,Finance & Investments 
1119,Hong Jie ,$2.8 B,China,paint,1096,54,Manufacturing 
1120,James Jannard ,$2.8 B,United States,sunglasses,1096,72,Fashion & Retail 
1121,Travis Kalanick ,$2.8 B,United States,Uber,1096,45,Technology 
1122,Diane Kemper ,$2.8 B,United States,real estate,1096,76,Real Estate 
1123,George Kurtz ,$2.8 B,United States,security software,1096,51,Technology 
1124,Kwek Leng Beng ,$2.8 B,Singapore,diversified,1096,81,Diversified 
1125,Geoffrey Kwok ,$2.8 B,Hong Kong,real estate,1096,36,Real Estate 
1126,Lai Jianping ,$2.8 B,China,soy sauce,1096,64,Food & Beverage 
1127,Maritsa Lazari & family ,$2.8 B,United Kingdom,real estate,1096,77,Real Estate 
1128,Alexis Lê-Quôc ,$2.8 B,United States,cloud computing,1096,47,Technology 
1129,Angela Leong ,$2.8 B,Hong Kong,casinos,1096,61,Real Estate 
1130,Lin Chen-hai ,$2.8 B,Taiwan,real estate,1096,75,Real Estate 
1131,Sergio Mantegazza ,$2.8 B,Switzerland,travel,1096,94,Service 
1132,Hans Melchers ,$2.8 B,Netherlands,"chemicals, investments",1096,83,Finance & Investments 
1133,Tom Morris ,$2.8 B,United Kingdom,retail,1096,67,Fashion & Retail 
1134,Eugene Murtagh ,$2.8 B,Ireland,building materials,1096,79,Manufacturing 
1135,Philip Niarchos ,$2.8 B,Greece,art collection,1096,68,Diversified 
1136,Pan Dong ,$2.8 B,Canada,consumer goods,1096,57,Fashion & Retail 
1137,Sean Parker ,$2.8 B,United States,Facebook,1096,42,Technology 
1138,Richard Peery ,$2.8 B,United States,real estate,1096,83,Real Estate 
1139,Gregorio Perez Companc & family ,$2.8 B,Argentina,oil & gas,1096,86,Energy 
1140,Sebastian Piñera & family ,$2.8 B,Chile,investments,1096,72,Finance & Investments 
1141,Nicholas Pritzker ,$2.8 B,United States,"hotels, investments",1096,78,Finance & Investments 
1142,Jeff Rothschild ,$2.8 B,United States,Facebook,1096,67,Technology 
1143,Steven Sarowitz ,$2.8 B,United States,payroll software,1096,56,Technology 
1144,Isabella Seràgnoli ,$2.8 B,Italy,packaging,1096,76,Manufacturing 
1145,Stephen Smith ,$2.8 B,Canada,finance and investments,1096,70,Finance & Investments 
1146,William Stone ,$2.8 B,United States,software,1096,66,Technology 
1147,Sun Hongbin ,$2.8 B,United States,real estate,1096,59,Real Estate 
1148,Sun Shoukuan ,$2.8 B,China,"metals, coal",1096,72,Manufacturing 
1149,"Henry Sy, Jr. ",$2.8 B,Philippines,diversified,1096,69,Diversified 
1150,Andrew Tan ,$2.8 B,Philippines,diversified,1096,70,Diversified 
1151,Kenneth Tuchman ,$2.8 B,United States,call centers,1096,62,Service 
1152,Tung Chee Hwa ,$2.8 B,Hong Kong,shipping,1096,84,Logistics 
1153,Bulat Utemuratov ,$2.8 B,Kazakhstan,"mining, banking, hotels",1096,64,Metals & Mining 
1154,Anna Katharina Viessmann ,$2.8 B,Germany,heating and cooling equipment,1096,64,Manufacturing 
1155,Xicheng Wang & family ,$2.8 B,China,tires,1096,73,Manufacturing 
1156,Urs Wietlisbach ,$2.8 B,Switzerland,private equity,1096,60,Finance & Investments 
1157,Wong Man Li ,$2.8 B,Hong Kong,furniture,1096,57,Manufacturing 
1158,Xie Weitong ,$2.8 B,Taiwan,cobalt,1096,65,Metals & Mining 
1159,Xu Chuanhua & family ,$2.8 B,China,"chemicals, logistics",1096,87,Manufacturing 
1160,Ye Xiaoping ,$2.8 B,China,pharmaceuticals,1096,59,Healthcare 
1161,Weiguo Zhao ,$2.8 B,China,IT products,1096,55,Technology 
1162,Ben Ashkenazy ,$2.7 B,United States,real estate,1163,52,Real Estate 
1163,Bill Austin ,$2.7 B,United States,hearing aids,1163,80,Manufacturing 
1164,Pavel Baudis ,$2.7 B,Czechia,software,1163,61,Technology 
1165,Yvonne Bauer ,$2.7 B,Germany,"magazines, media",1163,45,Media & Entertainment 
1166,Giuliana Benetton ,$2.7 B,Italy,"fashion retail, investments",1163,84,Fashion & Retail 
1167,Luciano Benetton ,$2.7 B,Italy,"fashion retail, investments",1163,86,Fashion & Retail 
1168,Aneel Bhusri ,$2.7 B,United States,business software,1163,56,Technology 
1169,George Bishop ,$2.7 B,United States,oil & gas,1163,84,Energy 
1170,Vivek Chand Burman ,$2.7 B,India,consumer goods,1163,84,Food & Beverage 
1171,Morris Chang ,$2.7 B,Taiwan,semiconductors,1163,90,Technology 
1172,Jinxia Chen ,$2.7 B,China,investments,1163,54,Finance & Investments 
1173,Cho Jung-ho ,$2.7 B,South Korea,finance,1163,63,Finance & Investments 
1174,Jack Cockwell ,$2.7 B,Canada,"real estate, private equity",1163,81,Finance & Investments 
1175,"Edward DeBartolo, Jr. ",$2.7 B,United States,shopping centers,1163,75,Real Estate 
1176,Abilio dos Santos Diniz ,$2.7 B,Brazil,retail,1163,85,Fashion & Retail 
1177,"John Dorrance, III. ",$2.7 B,Ireland,Campbell Soup,1163,78,Food & Beverage 
1178,Hailiang Feng ,$2.7 B,China,"copper, education",1163,61,Metals & Mining 
1179,Xingjiang Gao ,$2.7 B,China,steel,1163,58,Manufacturing 
1180,Carlos Hank Rhon ,$2.7 B,Mexico,banking,1163,74,Diversified 
1181,Vivek Jain ,$2.7 B,India,chemicals,1163,66,Manufacturing 
1182,Brad Kelley ,$2.7 B,United States,tobacco,1163,65,Real Estate 
1183,Alicia Koplowitz ,$2.7 B,Spain,"construction, investments",1163,68,Finance & Investments 
1184,Li Li ,$2.7 B,China,healthcare,1163,56,Healthcare 
1185,C. Dean Metropoulos ,$2.7 B,United States,investments,1163,75,Food & Beverage 
1186,Dan Olsson ,$2.7 B,Sweden,diversified,1163,75,Diversified 
1187,Tor Peterson ,$2.7 B,United States,commodities,1163,57,Metals & Mining 
1188,John Pritzker ,$2.7 B,United States,"hotels, investments",1163,68,Finance & Investments 
1189,Hussain Sajwani ,$2.7 B,United Arab Emirates,real estate,1163,69,Real Estate 
1190,Tseng Cheng ,$2.7 B,Taiwan,petrochemicals,1163,60,Manufacturing 
1191,Jerry Yang ,$2.7 B,United States,Yahoo,1163,53,Technology 
1192,Takao Yasuda ,$2.7 B,Japan,retail,1163,72,Fashion & Retail 
1193,Yu Qibing & family ,$2.7 B,China,glass,1163,56,Manufacturing 
1194,Zhang Xuezheng ,$2.7 B,China,telecom,1163,46,Technology 
1195,Abdulla bin Ahmad Al Ghurair & family ,$2.6 B,United Arab Emirates,diversified,1196,64,Diversified 
1196,Isak Andic & family ,$2.6 B,Spain,fashion retail,1196,68,Fashion & Retail 
1197,Harindarpal Banga ,$2.6 B,India,commodities,1196,71,Finance & Investments 
1198,Anne Beaufour ,$2.6 B,France,pharmaceuticals,1196,58,Healthcare 
1199,Henri Beaufour ,$2.6 B,France,pharmaceuticals,1196,56,Healthcare 
1200,Sanjeev Bikhchandani ,$2.6 B,India,Internet,1196,58,Technology 
1201,Norman Braman ,$2.6 B,United States,"art, car dealerships",1196,89,Automotive 
1202,J. Hyatt Brown ,$2.6 B,United States,insurance,1196,84,Finance & Investments 
1203,Chen Lip Keong ,$2.6 B,Malaysia,"casinos, property, energy",1196,74,Gambling & Casinos 
1204,Jim Coulter ,$2.6 B,United States,private equity,1196,62,Finance & Investments 
1205,Federico De Nora ,$2.6 B,Italy,electrodes,1196,54,Manufacturing 
1206,Dong Wei ,$2.6 B,China,pharmaceuticals,1196,51,Healthcare 
1207,Sandeep Engineer ,$2.6 B,India,plastic pipes,1196,60,Manufacturing 
